track,member_index,draw_index,role,posterior_sample_seed
7d,5,71,primary,9841016
7d,5,72,primary,9841016
7d,5,73,primary,9841016
7d,5,74,primary,9841016
7d,5,75,primary,9841016
7d,5,76,primary,9841016
7d,5,77,primary,9841016
7d,5,78,primary,9841016
7d,5,79,primary,9841016
7d,5,80,primary,9841016
7d,5,81,primary,9841016
7d,5,82,primary,9841016
7d,5,83,primary,9841016
7d,5,84,primary,9841016
7d,5,85,primary,9841016
7d,5,86,primary,9841016
7d,5,87,primary,9841016
7d,5,88,primary,9841016
7d,5,89,primary,9841016
7d,5,90,primary,9841016
7d,5,91,primary,9841016
7d,5,92,primary,9841016
7d,5,93,primary,9841016
7d,5,94,primary,9841016
7d,5,95,primary,9841016
7d,5,96,primary,9841016
7d,5,97,primary,9841016
7d,5,98,primary,9841016
7d,5,99,primary,9841016
7d,5,100,primary,9841016
7d,5,101,primary,9841016
7d,5,102,primary,9841016
7d,5,103,primary,9841016
7d,5,104,primary,9841016
7d,5,105,primary,9841016
7d,5,106,primary,9841016
7d,5,107,primary,9841016
7d,5,108,primary,9841016
7d,5,109,primary,9841016
7d,5,110,primary,9841016
7d,5,111,primary,9841016
7d,5,112,primary,9841016
7d,5,113,primary,9841016
7d,5,114,primary,9841016
7d,5,115,primary,9841016
7d,5,116,primary,9841016
7d,5,117,primary,9841016
7d,5,118,primary,9841016
7d,5,119,primary,9841016
7d,5,120,primary,9841016
7d,5,121,primary,9841016
7d,5,122,primary,9841016
7d,5,123,primary,9841016
7d,5,124,primary,9841016
7d,5,125,primary,9841016
7d,5,126,primary,9841016
7d,5,127,primary,9841016
7d,5,128,primary,9841016
7d,5,129,primary,9841016
7d,5,130,primary,9841016
7d,5,131,primary,9841016
7d,5,132,primary,9841016
7d,5,133,primary,9841016
7d,5,134,primary,9841016
7d,5,135,primary,9841016
7d,5,136,primary,9841016
7d,5,137,primary,9841016
7d,5,138,primary,9841016
7d,5,139,primary,9841016
7d,5,140,primary,9841016
7d,5,141,primary,9841016
7d,5,142,primary,9841016
7d,5,143,primary,9841016
7d,5,144,primary,9841016
7d,5,145,primary,9841016
7d,5,146,primary,9841016
7d,5,147,primary,9841016
7d,5,148,primary,9841016
7d,5,149,primary,9841016
7d,5,150,primary,9841016
7d,5,151,primary,9841016
7d,5,152,primary,9841016
7d,5,153,primary,9841016
7d,5,154,primary,9841016
7d,5,155,primary,9841016
7d,5,156,primary,9841016
7d,5,157,primary,9841016
7d,5,158,primary,9841016
7d,5,159,primary,9841016
7d,5,160,primary,9841016
7d,5,161,primary,9841016
7d,5,162,primary,9841016
7d,5,163,primary,9841016
7d,5,164,primary,9841016
7d,5,165,primary,9841016
7d,5,166,primary,9841016
7d,5,167,primary,9841016
7d,5,168,primary,9841016
7d,5,169,primary,9841016
7d,5,170,primary,9841016
7d,5,171,primary,9841016
7d,5,172,primary,9841016
7d,5,173,primary,9841016
7d,5,174,primary,9841016
7d,5,175,primary,9841016
7d,5,176,primary,9841016
7d,5,177,primary,9841016
7d,5,178,primary,9841016
7d,5,179,primary,9841016
7d,5,180,primary,9841016
7d,5,181,primary,9841016
7d,5,182,primary,9841016
7d,5,183,primary,9841016
7d,5,184,primary,9841016
7d,5,185,primary,9841016
7d,5,186,primary,9841016
7d,5,187,primary,9841016
7d,5,188,primary,9841016
7d,5,189,primary,9841016
7d,5,190,primary,9841016
7d,5,191,primary,9841016
7d,5,192,primary,9841016
7d,5,193,primary,9841016
7d,5,194,primary,9841016
7d,5,195,primary,9841016
7d,5,196,primary,9841016
7d,5,197,primary,9841016
7d,5,198,primary,9841016
7d,5,199,primary,9841016
7d,5,200,primary,9841016
7d,5,201,primary,9841016
7d,5,202,primary,9841016
7d,5,203,primary,9841016
7d,5,204,primary,9841016
7d,5,205,primary,9841016
7d,5,206,primary,9841016
7d,5,207,primary,9841016
7d,5,208,primary,9841016
7d,5,209,primary,9841016
7d,5,210,primary,9841016
7d,5,211,primary,9841016
7d,5,212,primary,9841016
7d,5,213,primary,9841016
7d,5,214,primary,9841016
7d,5,215,primary,9841016
7d,5,216,primary,9841016
7d,5,217,primary,9841016
7d,5,218,primary,9841016
7d,5,219,primary,9841016
7d,5,220,primary,9841016
7d,5,221,primary,9841016
7d,5,222,primary,9841016
7d,5,223,primary,9841016
7d,5,224,primary,9841016
7d,5,225,primary,9841016
7d,5,226,primary,9841016
7d,5,227,primary,9841016
7d,5,228,primary,9841016
7d,5,229,primary,9841016
7d,5,230,primary,9841016
7d,5,231,primary,9841016
7d,5,232,primary,9841016
7d,5,233,primary,9841016
7d,5,234,primary,9841016
7d,5,235,primary,9841016
7d,5,236,primary,9841016
7d,5,237,primary,9841016
7d,5,238,primary,9841016
7d,5,239,primary,9841016
7d,5,240,primary,9841016
7d,5,241,primary,9841016
7d,5,242,primary,9841016
7d,5,243,primary,9841016
7d,5,244,primary,9841016
7d,5,245,primary,9841016
7d,5,246,primary,9841016
7d,5,247,primary,9841016
7d,5,248,primary,9841016
7d,5,249,primary,9841016
7d,5,250,primary,9841016
7d,5,251,primary,9841016
7d,5,252,primary,9841016
7d,5,253,primary,9841016
7d,5,254,primary,9841016
7d,5,255,primary,9841016
7d,5,256,reserve,9841016
7d,5,257,reserve,9841016
7d,5,258,reserve,9841016
7d,5,259,reserve,9841016
7d,5,260,reserve,9841016
7d,5,261,reserve,9841016
7d,5,262,reserve,9841016
7d,5,263,reserve,9841016
7d,5,264,reserve,9841016
7d,5,265,reserve,9841016
7d,5,266,reserve,9841016
7d,5,267,reserve,9841016
7d,5,268,reserve,9841016
7d,5,269,reserve,9841016
7d,5,270,reserve,9841016
7d,5,271,reserve,9841016
7d,5,272,reserve,9841016
7d,5,273,reserve,9841016
7d,5,274,reserve,9841016
7d,5,275,reserve,9841016
7d,5,276,reserve,9841016
7d,5,277,reserve,9841016
7d,5,278,reserve,9841016
7d,5,279,reserve,9841016
7d,5,280,reserve,9841016
7d,5,281,reserve,9841016
7d,5,282,reserve,9841016
7d,5,283,reserve,9841016
7d,5,284,reserve,9841016
7d,5,285,reserve,9841016
7d,5,286,reserve,9841016
7d,5,287,reserve,9841016
7d,5,288,reserve,9841016
7d,5,289,reserve,9841016
7d,5,290,reserve,9841016
7d,5,291,reserve,9841016
7d,5,292,reserve,9841016
7d,5,293,reserve,9841016
7d,5,294,reserve,9841016
7d,5,295,reserve,9841016
7d,5,296,reserve,9841016
7d,5,297,reserve,9841016
7d,5,298,reserve,9841016
7d,5,299,reserve,9841016
7d,5,300,reserve,9841016
7d,5,301,reserve,9841016
7d,5,302,reserve,9841016
7d,5,303,reserve,9841016
7d,5,304,reserve,9841016
7d,5,305,reserve,9841016
7d,5,306,reserve,9841016
7d,5,307,reserve,9841016
7d,5,308,reserve,9841016
7d,5,309,reserve,9841016
7d,5,310,reserve,9841016
7d,5,311,reserve,9841016
7d,5,312,reserve,9841016
7d,5,313,reserve,9841016
7d,5,314,reserve,9841016
7d,5,315,reserve,9841016
7d,5,316,reserve,9841016
7d,5,317,reserve,9841016
7d,5,318,reserve,9841016
7d,5,319,reserve,9841016
