track,member_index,draw_index,role,simulator_seed
7d,5,71,primary,17286775
7d,5,72,primary,17391504
7d,5,73,primary,17496233
7d,5,74,primary,17600962
7d,5,75,primary,17705691
7d,5,76,primary,17810420
7d,5,77,primary,17915149
7d,5,78,primary,18019878
7d,5,79,primary,18124607
7d,5,80,primary,18229336
7d,5,81,primary,18334065
7d,5,82,primary,18438794
7d,5,83,primary,18543523
7d,5,84,primary,18648252
7d,5,85,primary,18752981
7d,5,86,primary,18857710
7d,5,87,primary,18962439
7d,5,88,primary,19067168
7d,5,89,primary,19171897
7d,5,90,primary,19276626
7d,5,91,primary,19381355
7d,5,92,primary,19486084
7d,5,93,primary,19590813
7d,5,94,primary,19695542
7d,5,95,primary,19800271
7d,5,96,primary,19905000
7d,5,97,primary,20009729
7d,5,98,primary,20114458
7d,5,99,primary,20219187
7d,5,100,primary,20323916
7d,5,101,primary,20428645
7d,5,102,primary,20533374
7d,5,103,primary,20638103
7d,5,104,primary,20742832
7d,5,105,primary,20847561
7d,5,106,primary,20952290
7d,5,107,primary,21057019
7d,5,108,primary,21161748
7d,5,109,primary,21266477
7d,5,110,primary,21371206
7d,5,111,primary,21475935
7d,5,112,primary,21580664
7d,5,113,primary,21685393
7d,5,114,primary,21790122
7d,5,115,primary,21894851
7d,5,116,primary,21999580
7d,5,117,primary,22104309
7d,5,118,primary,22209038
7d,5,119,primary,22313767
7d,5,120,primary,22418496
7d,5,121,primary,22523225
7d,5,122,primary,22627954
7d,5,123,primary,22732683
7d,5,124,primary,22837412
7d,5,125,primary,22942141
7d,5,126,primary,23046870
7d,5,127,primary,23151599
7d,5,128,primary,23256328
7d,5,129,primary,23361057
7d,5,130,primary,23465786
7d,5,131,primary,23570515
7d,5,132,primary,23675244
7d,5,133,primary,23779973
7d,5,134,primary,23884702
7d,5,135,primary,23989431
7d,5,136,primary,24094160
7d,5,137,primary,24198889
7d,5,138,primary,24303618
7d,5,139,primary,24408347
7d,5,140,primary,24513076
7d,5,141,primary,24617805
7d,5,142,primary,24722534
7d,5,143,primary,24827263
7d,5,144,primary,24931992
7d,5,145,primary,25036721
7d,5,146,primary,25141450
7d,5,147,primary,25246179
7d,5,148,primary,25350908
7d,5,149,primary,25455637
7d,5,150,primary,25560366
7d,5,151,primary,25665095
7d,5,152,primary,25769824
7d,5,153,primary,25874553
7d,5,154,primary,25979282
7d,5,155,primary,26084011
7d,5,156,primary,26188740
7d,5,157,primary,26293469
7d,5,158,primary,26398198
7d,5,159,primary,26502927
7d,5,160,primary,26607656
7d,5,161,primary,26712385
7d,5,162,primary,26817114
7d,5,163,primary,26921843
7d,5,164,primary,27026572
7d,5,165,primary,27131301
7d,5,166,primary,27236030
7d,5,167,primary,27340759
7d,5,168,primary,27445488
7d,5,169,primary,27550217
7d,5,170,primary,27654946
7d,5,171,primary,27759675
7d,5,172,primary,27864404
7d,5,173,primary,27969133
7d,5,174,primary,28073862
7d,5,175,primary,28178591
7d,5,176,primary,28283320
7d,5,177,primary,28388049
7d,5,178,primary,28492778
7d,5,179,primary,28597507
7d,5,180,primary,28702236
7d,5,181,primary,28806965
7d,5,182,primary,28911694
7d,5,183,primary,29016423
7d,5,184,primary,29121152
7d,5,185,primary,29225881
7d,5,186,primary,29330610
7d,5,187,primary,29435339
7d,5,188,primary,29540068
7d,5,189,primary,29644797
7d,5,190,primary,29749526
7d,5,191,primary,29854255
7d,5,192,primary,29958984
7d,5,193,primary,30063713
7d,5,194,primary,30168442
7d,5,195,primary,30273171
7d,5,196,primary,30377900
7d,5,197,primary,30482629
7d,5,198,primary,30587358
7d,5,199,primary,30692087
7d,5,200,primary,30796816
7d,5,201,primary,30901545
7d,5,202,primary,31006274
7d,5,203,primary,31111003
7d,5,204,primary,31215732
7d,5,205,primary,31320461
7d,5,206,primary,31425190
7d,5,207,primary,31529919
7d,5,208,primary,31634648
7d,5,209,primary,31739377
7d,5,210,primary,31844106
7d,5,211,primary,31948835
7d,5,212,primary,32053564
7d,5,213,primary,32158293
7d,5,214,primary,32263022
7d,5,215,primary,32367751
7d,5,216,primary,32472480
7d,5,217,primary,32577209
7d,5,218,primary,32681938
7d,5,219,primary,32786667
7d,5,220,primary,32891396
7d,5,221,primary,32996125
7d,5,222,primary,33100854
7d,5,223,primary,33205583
7d,5,224,primary,33310312
7d,5,225,primary,33415041
7d,5,226,primary,33519770
7d,5,227,primary,33624499
7d,5,228,primary,33729228
7d,5,229,primary,33833957
7d,5,230,primary,33938686
7d,5,231,primary,34043415
7d,5,232,primary,34148144
7d,5,233,primary,34252873
7d,5,234,primary,34357602
7d,5,235,primary,34462331
7d,5,236,primary,34567060
7d,5,237,primary,34671789
7d,5,238,primary,34776518
7d,5,239,primary,34881247
7d,5,240,primary,34985976
7d,5,241,primary,35090705
7d,5,242,primary,35195434
7d,5,243,primary,35300163
7d,5,244,primary,35404892
7d,5,245,primary,35509621
7d,5,246,primary,35614350
7d,5,247,primary,35719079
7d,5,248,primary,35823808
7d,5,249,primary,35928537
7d,5,250,primary,36033266
7d,5,251,primary,36137995
7d,5,252,primary,36242724
7d,5,253,primary,36347453
7d,5,254,primary,36452182
7d,5,255,primary,36556911
7d,5,256,reserve,36661640
7d,5,257,reserve,36766369
7d,5,258,reserve,36871098
7d,5,259,reserve,36975827
7d,5,260,reserve,37080556
7d,5,261,reserve,37185285
7d,5,262,reserve,37290014
7d,5,263,reserve,37394743
7d,5,264,reserve,37499472
7d,5,265,reserve,37604201
7d,5,266,reserve,37708930
7d,5,267,reserve,37813659
7d,5,268,reserve,37918388
7d,5,269,reserve,38023117
7d,5,270,reserve,38127846
7d,5,271,reserve,38232575
7d,5,272,reserve,38337304
7d,5,273,reserve,38442033
7d,5,274,reserve,38546762
7d,5,275,reserve,38651491
7d,5,276,reserve,38756220
7d,5,277,reserve,38860949
7d,5,278,reserve,38965678
7d,5,279,reserve,39070407
7d,5,280,reserve,39175136
7d,5,281,reserve,39279865
7d,5,282,reserve,39384594
7d,5,283,reserve,39489323
7d,5,284,reserve,39594052
7d,5,285,reserve,39698781
7d,5,286,reserve,39803510
7d,5,287,reserve,39908239
7d,5,288,reserve,40012968
7d,5,289,reserve,40117697
7d,5,290,reserve,40222426
7d,5,291,reserve,40327155
7d,5,292,reserve,40431884
7d,5,293,reserve,40536613
7d,5,294,reserve,40641342
7d,5,295,reserve,40746071
7d,5,296,reserve,40850800
7d,5,297,reserve,40955529
7d,5,298,reserve,41060258
7d,5,299,reserve,41164987
7d,5,300,reserve,41269716
7d,5,301,reserve,41374445
7d,5,302,reserve,41479174
7d,5,303,reserve,41583903
7d,5,304,reserve,41688632
7d,5,305,reserve,41793361
7d,5,306,reserve,41898090
7d,5,307,reserve,42002819
7d,5,308,reserve,42107548
7d,5,309,reserve,42212277
7d,5,310,reserve,42317006
7d,5,311,reserve,42421735
7d,5,312,reserve,42526464
7d,5,313,reserve,42631193
7d,5,314,reserve,42735922
7d,5,315,reserve,42840651
7d,5,316,reserve,42945380
7d,5,317,reserve,43050109
7d,5,318,reserve,43154838
7d,5,319,reserve,43259567
